date,semester,rank,team,acronym,total_points,previous_points,diff_points
2002,2,137,Andorra,AND,303.0,303.0,0.0
2002,2,76,Angola,ANG,485.0,500.0,-15.0
2002,2,195,Anguilla,AIA,61.0,62.0,-1.0
2002,2,155,Antigua and Barbuda,ATG,215.0,197.0,18.0
2002,2,5,Argentina,ARG,751.0,741.0,10.0
2002,2,107,Armenia,ARM,399.0,408.0,-9.0
2002,2,188,Aruba,ARU,87.0,90.0,-3.0
2002,2,50,Australia,AUS,557.0,571.0,-14.0
2002,2,54,Austria,AUT,541.0,550.0,-9.0
2002,2,113,Azerbaijan,AZE,383.0,388.0,-5.0
2002,2,186,Bahamas,BAH,90.0,93.0,-3.0
2002,2,105,Bahrain,BHR,410.0,408.0,2.0
2002,2,159,Bangladesh,BAN,199.0,208.0,-9.0
2002,2,99,Barbados,BRB,419.0,419.0,0.0
2002,2,74,Belarus,BLR,489.0,489.0,0.0
2002,2,17,Belgium,BEL,682.0,682.0,0.0
2002,2,158,Belize,BLZ,200.0,202.0,-2.0
2002,2,146,Benin,BEN,259.0,268.0,-9.0
2002,2,172,Bermuda,BER,161.0,167.0,-6.0
2002,2,198,Bhutan,BHU,36.0,35.0,1.0
2002,2,92,Bolivia,BOL,433.0,449.0,-16.0
2002,2,87,Bosnia-Herzegovina,BIH,462.0,473.0,-11.0
2002,2,136,Botswana,BOT,306.0,311.0,-5.0
2002,2,1,Brazil,BRA,856.0,857.0,-1.0
2002,2,161,British Virgin Islands,VGB,195.0,197.0,-2.0
2002,2,193,Brunei Darussalam,BRU,70.0,73.0,-3.0
2002,2,42,Bulgaria,BUL,582.0,586.0,-4.0
2002,2,75,Burkina Faso,BFA,487.0,490.0,-3.0
2002,2,135,Burundi,BDI,309.0,311.0,-2.0
2002,2,176,Cambodia,CAM,149.0,154.0,-5.0
2002,2,16,Cameroon,CMR,685.0,685.0,0.0
2002,2,70,Canada,CAN,500.0,501.0,-1.0
2002,2,154,Cape Verde Islands,CPV,221.0,209.0,12.0
2002,2,164,Cayman Islands,CAY,188.0,160.0,28.0
2002,2,178,Central African Republic,CTA,127.0,128.0,-1.0
2002,2,173,Chad,CHA,160.0,161.0,-1.0
2002,2,84,Chile,CHI,468.0,493.0,-25.0
2002,2,63,China,CHN,512.0,505.0,7.0
2002,2,166,Chinese Taipei,TPE,179.0,180.0,-1.0
2002,2,37,Colombia,COL,617.0,639.0,-22.0
2002,2,97,Congo,CGO,422.0,428.0,-6.0
2002,2,65,Congo DR,COD,509.0,509.0,0.0
2002,2,181,Cook Islands,COK,120.0,124.0,-4.0
2002,2,21,Costa Rica,CRC,652.0,650.0,2.0
2002,2,32,Croatia,CRO,629.0,625.0,4.0
2002,2,71,Cuba,CUB,496.0,452.0,44.0
2002,2,80,Cyprus,CYP,477.0,456.0,21.0
2002,2,15,Czech Republic,CZE,687.0,694.0,-7.0
2002,2,64,Côte d'Ivoire,CIV,510.0,526.0,-16.0
2002,2,12,Denmark,DEN,707.0,705.0,2.0
2002,2,194,Djibouti,DJI,63.0,68.0,-5.0
2002,2,174,Dominica,DMA,159.0,167.0,-8.0
2002,2,149,Dominican Republic,DOM,232.0,224.0,8.0
2002,2,31,Ecuador,ECU,634.0,634.0,0.0
2002,2,39,Egypt,EGY,592.0,591.0,1.0
2002,2,94,El Salvador,SLV,427.0,431.0,-4.0
2002,2,7,England,ENG,734.0,734.0,0.0
2002,2,191,Equatorial Guinea,EQG,82.0,83.0,-1.0
2002,2,157,Eritrea,ERI,205.0,179.0,26.0
2002,2,60,Estonia,EST,525.0,517.0,8.0
2002,2,116,Eswatini,SWZ,381.0,381.0,0.0
2002,2,138,Ethiopia,ETH,300.0,327.0,-27.0
2002,2,85,FYR Macedonia,MKD,466.0,469.0,-3.0
2002,2,113,Faroe Islands,FRO,383.0,383.0,0.0
2002,2,140,Fiji,FIJ,290.0,301.0,-11.0
2002,2,43,Finland,FIN,580.0,582.0,-2.0
2002,2,2,France,FRA,787.0,787.0,0.0
2002,2,121,Gabon,GAB,358.0,373.0,-15.0
2002,2,143,Gambia,GAM,271.0,271.0,0.0
2002,2,90,Georgia,GEO,456.0,474.0,-18.0
2002,2,4,Germany,GER,761.0,763.0,-2.0
2002,2,60,Ghana,GHA,525.0,529.0,-4.0
2002,2,48,Greece,GRE,563.0,561.0,2.0
2002,2,131,Grenada,GRN,317.0,317.0,0.0
2002,2,199,Guam,GUM,21.0,21.0,0.0
2002,2,78,Guatemala,GUA,480.0,490.0,-10.0
2002,2,120,Guinea,GUI,365.0,374.0,-9.0
2002,2,182,Guinea-Bissau,GNB,118.0,124.0,-6.0
2002,2,169,Guyana,GUY,167.0,167.0,0.0
2002,2,71,Haiti,HAI,496.0,456.0,40.0
2002,2,40,Honduras,HON,591.0,582.0,9.0
2002,2,150,Hong Kong,HKG,226.0,238.0,-12.0
2002,2,56,Hungary,HUN,533.0,533.0,0.0
2002,2,58,Iceland,ISL,528.0,539.0,-11.0
2002,2,127,India,IND,330.0,336.0,-6.0
2002,2,110,Indonesia,IDN,389.0,394.0,-5.0
2002,2,33,Iran,IRN,628.0,630.0,-2.0
2002,2,53,Iraq,IRQ,549.0,558.0,-9.0
2002,2,14,Ireland,IRL,697.0,699.0,-2.0
2002,2,46,Israel,ISR,568.0,551.0,17.0
2002,2,13,Italy,ITA,705.0,710.0,-5.0
2002,2,51,Jamaica,JAM,555.0,551.0,4.0
2002,2,22,Japan,JPN,650.0,654.0,-4.0
2002,2,77,Jordan,JOR,481.0,468.0,13.0
2002,2,117,Kazakhstan,KAZ,374.0,386.0,-12.0
2002,2,80,Kenya,KEN,477.0,464.0,13.0
2002,2,83,Kuwait,KUW,470.0,475.0,-5.0
2002,2,171,Kyrgyz Republic,KGZ,162.0,169.0,-7.0
2002,2,170,Laos,LAO,163.0,170.0,-7.0
2002,2,78,Latvia,LVA,480.0,460.0,20.0
2002,2,119,Lebanon,LBN,371.0,386.0,-15.0
2002,2,132,Lesotho,LES,314.0,315.0,-1.0
2002,2,88,Liberia,LBR,461.0,470.0,-9.0
2002,2,104,Libya,LBY,412.0,410.0,2.0
2002,2,147,Liechtenstein,LIE,258.0,258.0,0.0
2002,2,100,Lithuania,LTU,418.0,424.0,-6.0
2002,2,148,Luxembourg,LUX,254.0,251.0,3.0
2002,2,186,Macau,MAC,90.0,94.0,-4.0
2002,2,101,Madagascar,MAD,415.0,415.0,0.0
2002,2,95,Malawi,MWI,426.0,423.0,3.0
2002,2,127,Malaysia,MAS,330.0,342.0,-12.0
2002,2,152,Maldives,MDV,224.0,229.0,-5.0
2002,2,73,Mali,MLI,490.0,477.0,13.0
2002,2,122,Malta,MLT,352.0,354.0,-2.0
2002,2,179,Mauritania,MTN,123.0,127.0,-4.0
2002,2,126,Mauritius,MRI,334.0,336.0,-2.0
2002,2,8,Mexico,MEX,732.0,731.0,1.0
2002,2,111,Moldova,MDA,386.0,384.0,2.0
2002,2,192,Mongolia,MNG,81.0,83.0,-2.0
2002,2,202,Montserrat,MSR,8.0,8.0,0.0
2002,2,35,Morocco,MAR,621.0,626.0,-5.0
2002,2,125,Mozambique,MOZ,335.0,337.0,-2.0
2002,2,161,Myanmar,MYA,195.0,203.0,-8.0
2002,2,123,Namibia,NAM,337.0,356.0,-19.0
2002,2,165,Nepal,NEP,182.0,189.0,-7.0
2002,2,6,Netherlands,NED,746.0,719.0,27.0
2002,2,49,New Zealand,NZL,561.0,561.0,0.0
2002,2,185,Nicaragua,NCA,101.0,78.0,23.0
2002,2,183,Niger,NIG,110.0,111.0,-1.0
2002,2,29,Nigeria,NGA,642.0,643.0,-1.0
2002,2,124,North Korea,PRK,336.0,336.0,0.0
2002,2,103,Northern Ireland,NIR,413.0,422.0,-9.0
2002,2,26,Norway,NOR,648.0,641.0,7.0
2002,2,95,Oman,OMA,426.0,440.0,-14.0
2002,2,177,Pakistan,PAK,128.0,128.0,0.0
2002,2,150,Palestine,PLE,226.0,231.0,-5.0
2002,2,129,Panama,PAN,326.0,340.0,-14.0
2002,2,167,Papua New Guinea,PNG,177.0,173.0,4.0
2002,2,18,Paraguay,PAR,679.0,681.0,-2.0
2002,2,82,Peru,PER,472.0,495.0,-23.0
2002,2,180,Philippines,PHI,122.0,127.0,-5.0
2002,2,33,Poland,POL,628.0,632.0,-4.0
2002,2,11,Portugal,POR,710.0,709.0,1.0
2002,2,197,Puerto Rico,PUR,43.0,45.0,-2.0
2002,2,62,Qatar,QAT,519.0,506.0,13.0
2002,2,24,Romania,ROU,649.0,662.0,-13.0
2002,2,22,Russia,RUS,650.0,652.0,-2.0
2002,2,129,Rwanda,RWA,326.0,328.0,-2.0
2002,2,109,Saint Kitts and Nevis,SKN,391.0,391.0,0.0
2002,2,112,Saint Lucia,LCA,384.0,341.0,43.0
2002,2,144,Saint Vincent and the Grenadines,VIN,270.0,282.0,-12.0
2002,2,161,Samoa,SAM,195.0,195.0,0.0
2002,2,159,San Marino,SMR,199.0,196.0,3.0
2002,2,190,Sao Tome e Principe,STP,84.0,87.0,-3.0
2002,2,38,Saudi Arabia,KSA,608.0,612.0,-4.0
2002,2,58,Scotland,SCO,528.0,538.0,-10.0
2002,2,27,Senegal,SEN,646.0,640.0,6.0
2002,2,19,Serbia and Montenegro,SCG,678.0,0.0,678.0
2002,2,184,Seychelles,SEY,104.0,104.0,0.0
2002,2,133,Sierra Leone,SLE,312.0,312.0,0.0
2002,2,118,Singapore,SGP,373.0,361.0,12.0
2002,2,55,Slovakia,SVK,535.0,540.0,-5.0
2002,2,36,Slovenia,SVN,620.0,625.0,-5.0
2002,2,142,Solomon Islands,SOL,272.0,279.0,-7.0
2002,2,188,Somalia,SOM,87.0,64.0,23.0
2002,2,30,South Africa,RSA,636.0,637.0,-1.0
2002,2,20,South Korea,KOR,669.0,671.0,-2.0
2002,2,3,Spain,ESP,779.0,779.0,0.0
2002,2,139,Sri Lanka,SRI,295.0,285.0,10.0
2002,2,106,Sudan,SDN,401.0,401.0,0.0
2002,2,141,Suriname,SUR,283.0,283.0,0.0
2002,2,24,Sweden,SWE,649.0,652.0,-3.0
2002,2,44,Switzerland,SUI,576.0,576.0,0.0
2002,2,91,Syria,SYR,449.0,435.0,14.0
2002,2,113,Tahiti,TAH,383.0,383.0,0.0
2002,2,167,Tajikistan,TJK,177.0,187.0,-10.0
2002,2,152,Tanzania,TAN,224.0,228.0,-4.0
2002,2,66,Thailand,THA,506.0,497.0,9.0
2002,2,85,Togo,TOG,466.0,484.0,-18.0
2002,2,175,Tonga,TGA,157.0,157.0,0.0
2002,2,47,Trinidad and Tobago,TRI,567.0,578.0,-11.0
2002,2,41,Tunisia,TUN,586.0,597.0,-11.0
2002,2,9,Turkey,TUR,729.0,728.0,1.0
2002,2,134,Turkmenistan,TKM,311.0,325.0,-14.0
2002,2,201,Turks and Caicos Islands,TCA,16.0,17.0,-1.0
2002,2,196,US Virgin Islands,VIR,51.0,51.0,0.0
2002,2,102,Uganda,UGA,414.0,399.0,15.0
2002,2,45,Ukraine,UKR,575.0,574.0,1.0
2002,2,89,United Arab Emirates,UAE,458.0,475.0,-17.0
2002,2,10,United States,USA,723.0,720.0,3.0
2002,2,28,Uruguay,URU,643.0,653.0,-10.0
2002,2,98,Uzbekistan,UZB,421.0,443.0,-22.0
2002,2,156,Vanuatu,VAN,212.0,212.0,0.0
2002,2,69,Venezuela,VEN,501.0,478.0,23.0
2002,2,108,Vietnam,VIE,392.0,360.0,32.0
2002,2,52,Wales,WAL,554.0,518.0,36.0
2002,2,145,Yemen,YEM,260.0,268.0,-8.0
2002,1,16,Yugoslavia,YUG,689.0,702.0,-13.0
2002,2,66,Zambia,ZAM,506.0,512.0,-6.0
2002,2,56,Zimbabwe,ZIM,533.0,540.0,-7.0
2003,2,195,Afghanistan,AFG,66.0,48.0,18.0
2003,2,89,Albania,ALB,479.0,479.0,0.0
2003,2,62,Algeria,ALG,541.0,540.0,1.0
2003,2,201,American Samoa,ASA,17.0,18.0,-1.0
2003,2,147,Andorra,AND,294.0,296.0,-2.0
2003,2,83,Angola,ANG,490.0,497.0,-7.0
2003,2,197,Anguilla,AIA,52.0,54.0,-2.0
2003,2,170,Antigua and Barbuda,ATG,185.0,202.0,-17.0
2003,2,5,Argentina,ARG,744.0,750.0,-6.0
2003,2,113,Armenia,ARM,407.0,411.0,-4.0
2003,2,194,Aruba,ARU,69.0,72.0,-3.0
2003,2,82,Australia,AUS,498.0,510.0,-12.0
2003,2,67,Austria,AUT,526.0,529.0,-3.0
2003,2,119,Azerbaijan,AZE,387.0,388.0,-1.0
2003,2,192,Bahamas,BAH,88.0,92.0,-4.0
2003,2,64,Bahrain,BHR,537.0,518.0,19.0
2003,2,151,Bangladesh,BAN,268.0,282.0,-14.0
2003,2,124,Barbados,BRB,377.0,386.0,-9.0
2003,2,90,Belarus,BLR,476.0,478.0,-2.0
2003,2,16,Belgium,BEL,696.0,696.0,0.0
2003,2,174,Belize,BLZ,163.0,169.0,-6.0
2003,2,121,Benin,BEN,384.0,379.0,5.0
2003,2,183,Bermuda,BER,131.0,136.0,-5.0
2003,2,187,Bhutan,BHU,112.0,112.0,0.0
2003,2,99,Bolivia,BOL,448.0,457.0,-9.0
2003,2,59,Bosnia-Herzegovina,BIH,547.0,549.0,-2.0
2003,2,112,Botswana,BOT,408.0,407.0,1.0
2003,2,1,Brazil,BRA,848.0,852.0,-4.0
2003,2,175,British Virgin Islands,VGB,161.0,167.0,-6.0
2003,2,193,Brunei Darussalam,BRU,80.0,81.0,-1.0
2003,2,34,Bulgaria,BUL,627.0,615.0,12.0
2003,2,78,Burkina Faso,BFA,508.0,513.0,-5.0
2003,2,145,Burundi,BDI,297.0,306.0,-9.0
2003,2,178,Cambodia,CAM,148.0,173.0,-25.0
2003,2,14,Cameroon,CMR,712.0,712.0,0.0
2003,2,87,Canada,CAN,481.0,487.0,-6.0
2003,2,143,Cape Verde Islands,CPV,309.0,324.0,-15.0
2003,2,181,Cayman Islands,CAY,135.0,162.0,-27.0
2003,2,177,Central African Republic,CTA,154.0,154.0,0.0
2003,2,152,Chad,CHA,258.0,258.0,0.0
2003,2,80,Chile,CHI,506.0,523.0,-17.0
2003,2,86,China,CHN,484.0,494.0,-10.0
2003,2,150,Chinese Taipei,TPE,283.0,215.0,68.0
2003,2,39,Colombia,COL,612.0,613.0,-1.0
2003,2,108,Congo,CGO,429.0,419.0,10.0
2003,2,56,Congo DR,COD,550.0,548.0,2.0
2003,2,189,Cook Islands,COK,99.0,103.0,-4.0
2003,2,17,Costa Rica,CRC,682.0,679.0,3.0
2003,2,20,Croatia,CRO,673.0,662.0,11.0
2003,2,75,Cuba,CUB,515.0,539.0,-24.0
2003,2,97,Cyprus,CYP,454.0,472.0,-18.0
2003,2,6,Czech Republic,CZE,743.0,735.0,8.0
2003,2,70,Côte d'Ivoire,CIV,522.0,528.0,-6.0
2003,2,13,Denmark,DEN,715.0,714.0,1.0
2003,2,196,Djibouti,DJI,54.0,56.0,-2.0
2003,2,185,Dominica,DMA,117.0,126.0,-9.0
2003,2,171,Dominican Republic,DOM,182.0,191.0,-9.0
2003,2,37,Ecuador,ECU,615.0,618.0,-3.0
2003,2,32,Egypt,EGY,634.0,621.0,13.0
2003,2,95,El Salvador,SLV,461.0,465.0,-4.0
2003,2,8,England,ENG,738.0,738.0,0.0
2003,2,160,Equatorial Guinea,EQG,227.0,208.0,19.0
2003,2,155,Eritrea,ERI,250.0,255.0,-5.0
2003,2,68,Estonia,EST,524.0,516.0,8.0
2003,2,114,Eswatini,SWZ,404.0,404.0,0.0
2003,2,130,Ethiopia,ETH,351.0,342.0,9.0
2003,2,92,FYR Macedonia,MKD,472.0,470.0,2.0
2003,2,126,Faroe Islands,FRO,367.0,370.0,-3.0
2003,2,149,Fiji,FIJ,286.0,291.0,-5.0
2003,2,40,Finland,FIN,610.0,612.0,-2.0
2003,2,2,France,FRA,827.0,826.0,1.0
2003,2,111,Gabon,GAB,417.0,429.0,-12.0
2003,2,138,Gambia,GAM,321.0,321.0,0.0
2003,2,93,Georgia,GEO,469.0,475.0,-6.0
2003,2,12,Germany,GER,729.0,736.0,-7.0
2003,2,78,Ghana,GHA,508.0,500.0,8.0
2003,2,30,Greece,GRE,641.0,637.0,4.0
2003,2,154,Grenada,GRN,251.0,264.0,-13.0
2003,2,200,Guam,GUM,19.0,19.0,0.0
2003,2,77,Guatemala,GUA,511.0,516.0,-5.0
2003,2,101,Guinea,GUI,444.0,444.0,0.0
2003,2,186,Guinea-Bissau,GNB,116.0,119.0,-3.0
2003,2,182,Guyana,GUY,134.0,140.0,-6.0
2003,2,96,Haiti,HAI,455.0,481.0,-26.0
2003,2,49,Honduras,HON,564.0,579.0,-15.0
2003,2,142,Hong Kong,HKG,310.0,331.0,-21.0
2003,2,72,Hungary,HUN,517.0,524.0,-7.0
2003,2,58,Iceland,ISL,548.0,541.0,7.0
2003,2,127,India,IND,366.0,367.0,-1.0
2003,2,91,Indonesia,IDN,475.0,489.0,-14.0
2003,2,28,Iran,IRN,649.0,620.0,29.0
2003,2,43,Iraq,IRQ,595.0,588.0,7.0
2003,2,14,Ireland,IRL,712.0,706.0,6.0
2003,2,51,Israel,ISR,556.0,564.0,-8.0
2003,2,10,Italy,ITA,734.0,733.0,1.0
2003,2,46,Jamaica,JAM,569.0,564.0,5.0
2003,2,29,Japan,JPN,646.0,643.0,3.0
2003,2,47,Jordan,JOR,567.0,543.0,24.0
2003,2,136,Kazakhstan,KAZ,327.0,336.0,-9.0
2003,2,72,Kenya,KEN,517.0,515.0,2.0
2003,2,48,Kuwait,KUW,566.0,554.0,12.0
2003,2,157,Kyrgyz Republic,KGZ,243.0,168.0,75.0
2003,2,167,Laos,LAO,204.0,205.0,-1.0
2003,2,51,Latvia,LVA,556.0,545.0,11.0
2003,2,115,Lebanon,LBN,398.0,408.0,-10.0
2003,2,120,Lesotho,LES,386.0,383.0,3.0
2003,2,110,Liberia,LBR,418.0,425.0,-7.0
2003,2,83,Libya,LBY,490.0,472.0,18.0
2003,2,148,Liechtenstein,LIE,287.0,286.0,1.0
2003,2,101,Lithuania,LTU,444.0,445.0,-1.0
2003,2,153,Luxembourg,LUX,256.0,259.0,-3.0
2003,2,184,Macau,MAC,122.0,123.0,-1.0
2003,2,118,Madagascar,MAD,392.0,396.0,-4.0
2003,2,105,Malawi,MWI,438.0,437.0,1.0
2003,2,116,Malaysia,MAS,397.0,424.0,-27.0
2003,2,141,Maldives,MDV,312.0,264.0,48.0
2003,2,54,Mali,MLI,552.0,545.0,7.0
2003,2,129,Malta,MLT,353.0,356.0,-3.0
2003,2,165,Mauritania,MTN,209.0,208.0,1.0
2003,2,123,Mauritius,MRI,380.0,379.0,1.0
2003,2,7,Mexico,MEX,740.0,742.0,-2.0
2003,2,106,Moldova,MDA,434.0,429.0,5.0
2003,2,179,Mongolia,MNG,141.0,142.0,-1.0
2003,2,203,Montserrat,MSR,7.0,7.0,0.0
2003,2,38,Morocco,MAR,614.0,617.0,-3.0
2003,2,127,Mozambique,MOZ,366.0,364.0,2.0
2003,2,140,Myanmar,MYA,313.0,321.0,-8.0
2003,2,144,Namibia,NAM,308.0,317.0,-9.0
2003,2,165,Nepal,NEP,209.0,211.0,-2.0
2003,2,4,Netherlands,NED,752.0,740.0,12.0
2003,2,88,New Zealand,NZL,480.0,496.0,-16.0
2003,2,173,Nicaragua,NCA,168.0,179.0,-11.0
2003,2,164,Niger,NIG,211.0,211.0,0.0
2003,2,35,Nigeria,NGA,623.0,625.0,-2.0
2003,2,117,North Korea,PRK,395.0,399.0,-4.0
2003,2,122,Northern Ireland,NIR,383.0,389.0,-6.0
2003,2,42,Norway,NOR,604.0,615.0,-11.0
2003,2,62,Oman,OMA,541.0,539.0,2.0
2003,2,168,Pakistan,PAK,203.0,215.0,-12.0
2003,2,139,Palestine,PLE,316.0,322.0,-6.0
2003,2,125,Panama,PAN,368.0,373.0,-5.0
2003,2,172,Papua New Guinea,PNG,171.0,174.0,-3.0
2003,2,22,Paraguay,PAR,664.0,654.0,10.0
2003,2,74,Peru,PER,516.0,523.0,-7.0
2003,2,188,Philippines,PHI,106.0,117.0,-11.0
2003,2,25,Poland,POL,656.0,652.0,4.0
2003,2,17,Portugal,POR,682.0,680.0,2.0
2003,2,199,Puerto Rico,PUR,38.0,40.0,-2.0
2003,2,65,Qatar,QAT,533.0,494.0,39.0
2003,2,27,Romania,ROU,653.0,652.0,1.0
2003,2,24,Russia,RUS,659.0,638.0,21.0
2003,2,109,Rwanda,RWA,425.0,425.0,0.0
2003,2,134,Saint Kitts and Nevis,SKN,344.0,355.0,-11.0
2003,2,130,Saint Lucia,LCA,351.0,372.0,-21.0
2003,2,169,Saint Vincent and the Grenadines,VIN,199.0,212.0,-13.0
2003,2,176,Samoa,SAM,160.0,167.0,-7.0
2003,2,162,San Marino,SMR,216.0,220.0,-4.0
2003,2,191,Sao Tome e Principe,STP,93.0,82.0,11.0
2003,2,26,Saudi Arabia,KSA,655.0,649.0,6.0
2003,2,54,Scotland,SCO,552.0,556.0,-4.0
2003,2,33,Senegal,SEN,628.0,632.0,-4.0
2003,2,41,Serbia and Montenegro,SCG,605.0,618.0,-13.0
2003,2,163,Seychelles,SEY,213.0,213.0,0.0
2003,2,146,Sierra Leone,SLE,295.0,298.0,-3.0
2003,2,106,Singapore,SGP,434.0,443.0,-9.0
2003,2,50,Slovakia,SVK,557.0,558.0,-1.0
2003,2,31,Slovenia,SVN,637.0,645.0,-8.0
2003,2,156,Solomon Islands,SOL,247.0,251.0,-4.0
2003,2,190,Somalia,SOM,97.0,93.0,4.0
2003,2,36,South Africa,RSA,618.0,625.0,-7.0
2003,2,22,South Korea,KOR,664.0,657.0,7.0
2003,2,3,Spain,ESP,798.0,785.0,13.0
2003,2,135,Sri Lanka,SRI,331.0,296.0,35.0
2003,2,103,Sudan,SDN,441.0,427.0,14.0
2003,2,158,Suriname,SUR,234.0,243.0,-9.0
2003,2,19,Sweden,SWE,677.0,681.0,-4.0
2003,2,44,Switzerland,SUI,592.0,592.0,0.0
2003,2,85,Syria,SYR,487.0,490.0,-3.0
2003,2,133,Tahiti,TAH,347.0,354.0,-7.0
2003,2,137,Tajikistan,TJK,325.0,218.0,107.0
2003,2,159,Tanzania,TAN,233.0,233.0,0.0
2003,2,60,Thailand,THA,545.0,515.0,30.0
2003,2,94,Togo,TOG,463.0,468.0,-5.0
2003,2,180,Tonga,TGA,136.0,139.0,-3.0
2003,2,70,Trinidad and Tobago,TRI,522.0,519.0,3.0
2003,2,45,Tunisia,TUN,580.0,572.0,8.0
2003,2,8,Turkey,TUR,738.0,739.0,-1.0
2003,2,99,Turkmenistan,TKM,448.0,382.0,66.0
2003,2,202,Turks and Caicos Islands,TCA,14.0,14.0,0.0
2003,2,198,US Virgin Islands,VIR,42.0,44.0,-2.0
2003,2,103,Uganda,UGA,441.0,433.0,8.0
2003,2,60,Ukraine,UKR,545.0,550.0,-5.0
2003,2,75,United Arab Emirates,UAE,515.0,478.0,37.0
2003,2,11,United States,USA,732.0,732.0,0.0
2003,2,21,Uruguay,URU,671.0,662.0,9.0
2003,2,81,Uzbekistan,UZB,501.0,500.0,1.0
2003,2,160,Vanuatu,VAN,227.0,227.0,0.0
2003,2,57,Venezuela,VEN,549.0,539.0,10.0
2003,2,98,Vietnam,VIE,452.0,471.0,-19.0
2003,2,66,Wales,WAL,532.0,544.0,-12.0
2003,2,132,Yemen,YEM,350.0,349.0,1.0
2003,2,68,Zambia,ZAM,524.0,523.0,1.0
2003,2,53,Zimbabwe,ZIM,555.0,555.0,0.0
2004,2,199,Afghanistan,AFG,57.0,59.0,-2.0
2004,2,86,Albania,ALB,515.0,517.0,-2.0
2004,2,73,Algeria,ALG,536.0,544.0,-8.0
2004,2,203,American Samoa,ASA,19.0,19.0,0.0
2004,2,138,Andorra,AND,336.0,327.0,9.0
2004,2,72,Angola,ANG,545.0,541.0,4.0
2004,2,196,Anguilla,AIA,65.0,65.0,0.0
2004,2,153,Antigua and Barbuda,ATG,263.0,257.0,6.0
2004,2,3,Argentina,ARG,785.0,784.0,1.0
2004,2,119,Armenia,ARM,402.0,389.0,13.0
2004,2,197,Aruba,ARU,64.0,66.0,-2.0
2004,2,58,Australia,AUS,577.0,582.0,-5.0
2004,2,83,Austria,AUT,522.0,524.0,-2.0
2004,2,113,Azerbaijan,AZE,432.0,425.0,7.0
2004,2,191,Bahamas,BAH,90.0,94.0,-4.0
2004,2,49,Bahrain,BHR,594.0,585.0,9.0
2004,2,166,Bangladesh,BAN,217.0,229.0,-12.0
2004,2,121,Barbados,BRB,393.0,403.0,-10.0
2004,2,69,Belarus,BLR,554.0,548.0,6.0
2004,2,45,Belgium,BEL,600.0,624.0,-24.0
2004,2,180,Belize,BLZ,147.0,151.0,-4.0
2004,2,122,Benin,BEN,390.0,393.0,-3.0
2004,2,157,Bermuda,BER,257.0,239.0,18.0
2004,2,186,Bhutan,BHU,97.0,101.0,-4.0
2004,2,94,Bolivia,BOL,485.0,486.0,-1.0
2004,2,79,Bosnia-Herzegovina,BIH,526.0,531.0,-5.0
2004,2,102,Botswana,BOT,462.0,456.0,6.0
2004,2,1,Brazil,BRA,843.0,847.0,-4.0
2004,2,164,British Virgin Islands,VGB,218.0,178.0,40.0
2004,2,198,Brunei Darussalam,BRU,63.0,67.0,-4.0
2004,2,37,Bulgaria,BUL,623.0,626.0,-3.0
2004,2,84,Burkina Faso,BFA,520.0,521.0,-1.0
2004,2,152,Burundi,BDI,279.0,246.0,33.0
2004,2,183,Cambodia,CAM,124.0,121.0,3.0
2004,2,23,Cameroon,CMR,677.0,688.0,-11.0
2004,2,90,Canada,CAN,509.0,484.0,25.0
2004,2,129,Cape Verde Islands,CPV,377.0,383.0,-6.0
2004,2,175,Cayman Islands,CAY,169.0,133.0,36.0
2004,2,179,Central African Republic,CTA,150.0,160.0,-10.0
2004,2,167,Chad,CHA,212.0,222.0,-10.0
2004,2,74,Chile,CHI,533.0,530.0,3.0
2004,2,54,China,CHN,585.0,582.0,3.0
2004,2,155,Chinese Taipei,TPE,259.0,268.0,-9.0
2004,2,26,Colombia,COL,669.0,662.0,7.0
2004,2,117,Congo,CGO,420.0,448.0,-28.0
2004,2,78,Congo DR,COD,527.0,532.0,-5.0
2004,2,189,Cook Islands,COK,91.0,94.0,-3.0
2004,2,27,Costa Rica,CRC,668.0,669.0,-1.0
2004,2,23,Croatia,CRO,677.0,683.0,-6.0
2004,2,76,Cuba,CUB,532.0,528.0,4.0
2004,2,108,Cyprus,CYP,442.0,448.0,-6.0
2004,2,4,Czech Republic,CZE,777.0,768.0,9.0
2004,2,40,Côte d'Ivoire,CIV,611.0,600.0,11.0
2004,2,14,Denmark,DEN,711.0,715.0,-4.0
2004,2,200,Djibouti,DJI,42.0,45.0,-3.0
2004,2,164,Dominica,DMA,218.0,216.0,2.0
2004,2,169,Dominican Republic,DOM,195.0,200.0,-5.0
2004,2,39,Ecuador,ECU,616.0,597.0,19.0
2004,2,34,Egypt,EGY,644.0,645.0,-1.0
2004,2,106,El Salvador,SLV,446.0,451.0,-5.0
2004,2,8,England,ENG,752.0,752.0,0.0
2004,2,170,Equatorial Guinea,EQG,193.0,201.0,-8.0
2004,2,168,Eritrea,ERI,206.0,219.0,-13.0
2004,2,81,Estonia,EST,525.0,533.0,-8.0
2004,2,126,Eswatini,SWZ,379.0,384.0,-5.0
2004,2,151,Ethiopia,ETH,286.0,299.0,-13.0
2004,2,92,FYR Macedonia,MKD,497.0,501.0,-4.0
2004,2,131,Faroe Islands,FRO,367.0,368.0,-1.0
2004,2,135,Fiji,FIJ,354.0,351.0,3.0
2004,2,43,Finland,FIN,607.0,598.0,9.0
